项目名称,负责人,依托单位,成果标题,成果类型,成果作者
考虑应力主轴旋转的围岩板裂化形成机理与结构特征研究,卢景景,中国科学院武汉岩土力学研究所,16.岩石多功能剪切试验测试装置,类型：专利,作者：周辉;陈珺;卢景景;张传庆;胡大伟;姜玥
考虑应力主轴旋转的围岩板裂化形成机理与结构特征研究,卢景景,中国科学院武汉岩土力学研究所,17.可伸缩式围压套筒及岩石力学试验仪器,类型：专利,作者：姜玥;卢景景;周辉;陈珺;黄磊;高阳
考虑应力主轴旋转的围岩板裂化形成机理与结构特征研究,卢景景,中国科学院武汉岩土力学研究所,18.拉应力作用下黑砂岩剪切破裂面粗糙度表征及各向异性特征研究,类型：期刊论文,作者：陈珺;周辉;侯靖;卢景景;张传庆;崔国建;倪绍虎
考虑应力主轴旋转的围岩板裂化形成机理与结构特征研究,卢景景,中国科学院武汉岩土力学研究所,19.岩石空心圆柱扭剪仪,类型：专利,作者：周辉;姜玥;卢景景;黄磊;张传庆;胡大伟;高阳;陈珺
考虑应力主轴旋转的围岩板裂化形成机理与结构特征研究,卢景景,中国科学院武汉岩土力学研究所,20.深部岩体复杂力学响应关键实验技术与装备,类型：奖励,作者：周辉;胡大伟;张传庆;杨凡杰;卢景景;刘宁
考虑应力主轴旋转的围岩板裂化形成机理与结构特征研究,卢景景,中国科学院武汉岩土力学研究所,21.深部复合地层隧(巷)道TBM安全高效掘进控制关键技术,类型：奖励,作者：刘泉声;黄兴;刘斌;陈馈;李涛;张子新;朱元广;夏明锬;潘玉丛;卢景景
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,1.一种以监测数据驱动的综合管廊运维动态风险评价方法,类型：专利,作者：龙丹冰;赵一静;杨成
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,2.以监测报警数据驱动的综合管廊运维动态风险评价,类型：期刊论文,作者：龙丹冰;赵一静;杨成
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,3.A Risk Management System for Deep Excavation Based on BIM-3DGIS Framework and Optimized Grey Verhulst Model,类型：期刊论文,作者：Lee Pin-Chan;Zheng Li-Long;Lo Tzu-Ping;Long Dan-Bing
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,4.基于知识图谱的施工行为安全风险分析与危险点识别的方法,类型：专利,作者：龙丹冰;魏君豪;杨成
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,5.Dynamic BIM component recommendation method based on probabilistic matrix factorization and grey model,类型：期刊论文,作者：Lee Pin-Chan;Long Danbing;Ye Bo;Lo Tzu-Ping
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,6.A Cloud Model-based Knowledge Mapping Method for Historic Building Maintenance based on Building Information Modelling and Ontology,类型：期刊论文,作者：Lee Pin Chan;Xie Wei;Lo Tzu Ping;Long Danbing;Tang Xiaofei
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,7.基于熵算法改进的故障树-云模型风险分析方法,类型：期刊论文,作者：龙丹冰;解丽萍;杨成
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,8.A dynamic weighting adjustment algorithm for hybrid gray model based on artificial neural network,类型：期刊论文,作者：Pin-Chan Lee;Bo Ye;Tzu-Ping Lo;Danbing Long
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,9.Dynamic Analysis of Construction Safety Risk and Visual Tracking of Key Factors based on Behavior-based Safety and Building Information Modeling,类型：期刊论文,作者：Lee Pin-Chan;Wei Junhao;Ting Hsin-I;Lo Tzu-Ping;Long Danbing;Chang Luh-Maan
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,10.知识图谱改进的施工行为安全风险与危险位置识别算法,类型：期刊论文,作者：龙丹冰;魏君豪;杨成
基于BIM的建筑结构设计知识本体及推演方法,龙丹冰,西南交通大学,11.基于熵算法改进的云模型和故障树古建筑风险分析方法,类型：专利,作者：龙丹冰;解丽萍;杨成
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,1.一种延缓鱼油氧化的乳液及其制备方法,类型：专利,作者：方亚鹏;王晨茜;孙翠霞
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,2.Conformational Transition of Polyelectrolyte As Influenced by Electrostatic Complexation with Protein,类型：期刊论文,作者：Cao Yiping;Li Shugang;Fang Yapeng;Nishinari Katsuyoshi;Phillips Glyn O.
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,3.Comparative study on foaming and emulsifying properties of different beta-lactoglobulin aggregates,类型：期刊论文,作者：Hu Jing;Yang Jixin;Xu Yao;Zhang Ke;Nishinari Katsuyoshi;Phillips Glyn O.;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,4.玉米醇溶蛋白/阿拉伯胶复合纳米颗粒及其制备方法,类型：专利,作者：方亚鹏;宋静如;孙翠霞;张俊威;熊哲强
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,5.Ambient storage of microencapsulated Lactobacillus plantarum ST-III by complex coacervation of type-A gelatin and gum arabic,类型：期刊论文,作者：Zhao Meng;Wang Ying;Huang Xue;Gaenzle Michael;Wu Zhengjun;Nishinari Katsuyoshi;Yang Nan;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,6.All-Natural Food-Grade Hydrophilic-Hydrophobic Core-Shell Microparticles: Facile Fabrication Based on Gel-Network-Restricted Antisolvent Method,类型：期刊论文,作者：Hu Bing;Han Lingyu;Ma Ruixiang;Phillips Glyn O.;Nishinari Katsuyoshi;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,7.Interfacial and emulsifying properties of the electrostatic complex of beta-lactoglobulin fibril and gum Arabic (Acacia Seyal),类型：期刊论文,作者：Gao Zhiming;Huang Ying;Hu Bing;Zhang Ke;Xu Xiaofei;Fang Yapeng;Nishinari Katsuyoshi;Phillips Glyn O;Yang Jixin
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,8.一种蛋黄酱类似物及其制备方法,类型：专利,作者：方亚鹏;王晨茜;孙翠霞
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,9.Hydrocolloid-food component interactions,类型：期刊论文,作者：Gao Zhiming;Fang Yapeng;Cao Yiping;Liao Hua;Nishinari Katsuyoshi;Phillips Glyn O.
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,10.Relation between structure and rheological/thermal properties of agar. A mini-review on the effect of alkali treatment and the role of agaropectin,类型：期刊论文,作者：Nishinari Katsuyoshi;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,11.Effect of arabinogalactan protein complex content on emulsification performance of gum arabic,类型：期刊论文,作者：Han Lingyu;Hu Bing;Ma Ruixiang;Gao Zhiming;Nishinari Katsuyoshi;Phillips Glyn O.;Yang Jixin;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,12.Effect of Persian gum on whey protein concentrate cold-set emulsion gel: Structure and rheology study,类型：期刊论文,作者：Khalesi Hoda;Emadzadeh Bahareh;Kadkhodaee Rassoul;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,13.Electrostatic complexation of beta-lactoglobulin aggregates with x-carrageenan and the resulting emulsifying and foaming properties,类型：期刊论文,作者：Ma Ruixiang;Hu Jing;Zhang Hui;Nishinari Katsuyoshi;Zhao Meng;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,14.Preparation and emulsifying properties of trace elements fortified gum arabic,类型：期刊论文,作者：Hu Bing;Han Lingyu;Kong Huiling;Nishinari Katsuyoshi;Phillips Glyn O.;Yang Jixin;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,15.Protein/polysaccharide intramolecular electrostatic complex as superior food-grade foaming agent,类型：期刊论文,作者：Xu Yao;Yang Nan;Yang Jixin;Hu Jing;Zhang Ke;Nishinari Katsuyoshi;Phillips Glyn O.;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,16.Emulsion structure design for improving the oxidative stability of polyunsaturated fatty acids,类型：期刊论文,作者：Wang Chenxi;Sun Cuixia;Lu Wei;Gul Khalid;Mata Analucia;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,17.Modulation of calcium-induced gelation of pectin by oligoguluronate as compared to alginate,类型：期刊论文,作者：Zhang Bangheng;Hu Bing;Nakauma Makoto;Funami Takahiro;Nishinari Katsuyoshi;Draget Kurt I;Phillips Glyn O;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,18.Properties of binary complexes of whey protein fibril and gum arabic and their functions of stabilizing emulsions and simulating mayonnaise,类型：期刊论文,作者：Sun Cuixia;Wang Chenxi;Xiong Zheqiang;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,19.Specific binding of trivalent metal ions to lambda-carrageenan,类型：期刊论文,作者：Cao Yiping;Li Shugang;Fang Yapeng;Nishinari Katsuyoshi;Phillips Glyn O;Lerbret Adrien;Assifaoui Ali
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,20.Novel nano-particulated exopolysaccharide produced by Klebsiella sp PHRC1.001,类型：期刊论文,作者：Zhao Meng;Cui Nana;Qu Fangning;Huang Xue;Yang Hao;Nie Shaoping;Zha Xueqiang;Cui Steve W.;Nishinari Katsuyoshi;Phillips Glyn O.;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,21.Edible Pickering emulsion stabilized by protein fibrils: Part 2. Effect of dipalmitoyl phosphatidylcholine (DPPC),类型：期刊论文,作者：Gao Zhiming;Huang Ying;Zhao Junjun;Yao Xiaolin;Zhang Ke;Fang Yapeng;Nishinari Katsuyoshi;Phillips Glyn O.;Yang Hao
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,22.Effects of temperature and solvent condition on phase separation induced molecular fractionation of gum arabic/hyaluronan aqueous mixtures,类型：期刊论文,作者：Hu Bing;Han Lingyu;Gao Zhiming;Zhang Ke;Al Assaf Saphwan;Nishinari Katsuyoshi;Phillips Glyn O;Yang Jixin;Fang Yapeng
蛋白质聚集状态影响蛋白质/多糖静电复合及界面/乳化特性的机制研究,方亚鹏,湖北工业大学,23.Perception and measurement of food texture: Solid foods,类型：期刊论文,作者：Nishinari Katsuyoshi;Fang Yapeng
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,1.Systematic analysis of the molecular mechanisms of methotrexate therapy for rheumatoid arthritis using text mining.,类型：期刊论文,作者：Qiao Wang;Zhijun Fan;Jiahui Li;Lingyu Fu;Lei Yan;Bowen Yang
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,2.Dose-response associations between metabolic indexes and risk of comorbid type 2 diabetes mellitus among rheumatoid arthritis patients: A case-control study using electronic medical records data from northern China.,类型：会议论文,作者：Guangxiao Li;Lingyu Fu
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,3.基于个体化临床特征构建的评估类风湿性关节炎脑卒中风险的预测模型,类型：专利,作者：付凌雨;辛芳冉
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,4.基于ARIMA时间序列模型的某医院急诊量预测分析及效果评价,类型：会议论文,作者：陈萌;付凌雨
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,5.Development and validation of a nomogram to predict coronary heart disease in patients with rheumatoid arthritis in northern China.,类型：期刊论文,作者：Tingting Wei;Bowen Yang;Haina Liu;Fangran Xin;Lingyu Fu
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,6.Exploring metabolic and inflammatory abnormalities in patients developing stroke disease: A case-control study using electronic medical records data in northern China.,类型：期刊论文,作者：Fangran Xin;Lingyu Fu;Haina Liu;Yunwei Xu;Tingting Wei;Meng Chen
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,7.SAA4蛋白作为类风湿关节炎诊断标志物的应用、诊断或辅助诊断试剂盒中的应用,类型：专利,作者：付凌雨;李佳慧
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,8.Dose-response associations between metabolic indexes and risk of comorbid type 2 diabetes mellitus among rheumatoid arthritis patients: A case-control study using electronic medical records data from northern China.,类型：期刊论文,作者：Guangxiao Li;Weijun Chi;Bingqing Bai;Ying Li;Tingting Wei;Lingyu Fu
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,9.A case-control study of rheumatoid arthritis revealed abdominal obesity and environmental risk factor interactions in northern China.,类型：期刊论文,作者：Lingyu Fu;Jianming Zhang;Lei Jin;Yao Zhang;Saisai Cui;Meng Chen
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,10.TNF-α-308G/A 基因多态性与 TNF-α 抑制药治疗类风湿关节炎疗效相关性的 Meta 分析,类型：期刊论文,作者：白冰清;辛芳冉;魏婷婷;付凌雨
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,11.Development and validation of a nomogram to predict coronary heart disease in patients with rheumatoid arthritis in northern China.,类型：会议论文,作者：Tingting Wei;Lingyu Fu
基于贝叶斯方法整合临床与基因数据的类风湿关节炎预后风险模型研究,付凌雨,中国医科大学,12.Quality of life assessment and influencing factor analysis of patients with rheumatoid arthritis in Northeast China.,类型：期刊论文,作者：Bingqing Bai;Meng Chen;Lingyu Fu;Haina Liu;Lei Jin;Tingting Wei;Fangran Xin
肺部4D CT图像的高精度非刚性配准算法研究,董恩清,山东大学,1.Quantitative analysis of diffusion weighted imaging to predict pathological good response to neoadjuvant chemoradiation for locally advanced rectal cancer,类型：期刊论文,作者：Zhenchao Tang;XiaoYan Zhang;Zhenyu Liu;XiaoTing Li;YanJie Shi;Shou Wang;Mengjie Fang;Chen Shen;Enqing Dong;YingShi Sun;Jie Tian
肺部4D CT图像的高精度非刚性配准算法研究,董恩清,山东大学,2.一种在类球体区域约束下进行气管壁缺口封堵的肺气道树分割方法,类型：专利,作者：崔文韬;韩贺;薛鹏;纪慧中;熊文硕;董恩清;张德敬;孙祺;高翔;常树旺
肺部4D CT图像的高精度非刚性配准算法研究,董恩清,山东大学,3.A Fuzzy-energy based Active Contour Model with Adaptive Contrast Constraint for Local Segmentation,类型：期刊论文,作者：Wenyan Sun;Enqing Dong;Huijie Qiao
