标题,g_li1,g_cont_left,g_cont_left4,g_cont_left5
"
							247.鞋",外观设计 ,申请(专利权)人： 爱马仕皮具公司 ,分类号： 02-04(10) ,简要说明：1．本外观设计产品的名称：鞋。2．本外观设计产品的用途：鞋。3．本外观设计的设计要点：产品的形状。4．本外观设计指定的图片为立体图。
"
							248.休闲鞋(02)",外观设计 ,申请(专利权)人： 浙江红蜻蜓鞋业股份有限公司 ,分类号： 02-04(11) ,简要说明：1．本外观设计产品的名称：休闲鞋(02)。2．本外观设计产品的用途：本外观设计产品用于一种休闲鞋。3．本外观设计产品的设计要点：在于该外观设计的款式和形状的结合。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							249.沙发（正向布艺68917‑001）",外观设计 ,申请(专利权)人： 全友家私有限公司 ,分类号： 06-01(10) ,简要说明：1．本外观设计产品的名称：沙发（正向布艺68917‑001）。2．本外观设计产品的用途：本外观设计产品用于家具。3．本外观设计产品的设计要点：形状和图案。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：因为本外观设计的后视图、俯视图、仰视图为不常见视图，因此省略后视图、俯视图、仰视图。
"
							250.奶瓶（龙猫型）",外观设计 ,申请(专利权)人： 蔡俊辉 ,分类号： 07-01(11) ,简要说明：1．本外观设计产品的名称：奶瓶（龙猫型）。2．本外观设计产品的用途：本外观设计产品用于奶瓶。3．本外观设计产品的设计要点：在于产品的整体形状。4．最能表明本外观设计设计要点的图片或照片：主视图。
"
							251.碳烧炉（WJ‑B105）",外观设计 ,申请(专利权)人： 宁波市威捷电器有限公司 ,分类号： 07-02(10) ,简要说明：1．本外观设计产品的名称：碳烧炉（WJ‑B105）。2．本外观设计产品的用途：本外观设计产品用于烹饪食物。3．本外观设计产品的设计要点：其整体外形。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							252.榨汁杯",外观设计 ,申请(专利权)人： 吕斌 ,分类号： 07-04(10) ,简要说明：1、本外观设计产品的名称：榨汁杯。2、本外观设计产品的用途：用于榨汁。3、本外观设计产品的设计要点在于外形。4、立体图能表明设计要点。5、本外观设计产品的后视图、右视图和仰视图不涉及设计要点，故省略后视图、右视图和仰视图。
"
							253.晾杆支撑架（QE1）",外观设计 ,申请(专利权)人： 广东晾霸智能科技有限公司 ,分类号： 07-05(11) ,简要说明：1、本外观设计的产品名称是：晾杆支撑架(QE1)；2、本外观设计产品的用途：晾衣物时作为晾杆的支撑架；3、本外观设计的设计要点：本品的形状。4、最能表明设计要点的图片或照片：立体图。
"
							254.锁点（SZ08T‑14X T字件）",外观设计 ,申请(专利权)人： 陈满林 ,分类号： 08-07(11) ,简要说明：1．本外观设计产品的名称：锁点（SZ08T‑14X T字件）。2．本外观设计产品的用途：本外观设计产品用于锁具的零部件。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：主视图。
"
							255.洗发水瓶（13）",外观设计 ,申请(专利权)人： 朱耀灯 ,分类号： 09-01(10) ,简要说明：1．本外观设计产品的名称：洗发水瓶（13）。2．本外观设计产品的用途：本外观设计产品用于盛装洗发水。3．本外观设计产品的设计要点：产品的形状、图案、色彩及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：仰视图无设计要点，故省略。6．请求保护的外观设计包含色彩。
"
							256.洗发水瓶（01）",外观设计 ,申请(专利权)人： 朱耀灯 ,分类号： 09-01(10) ,简要说明：1．本外观设计产品的名称：洗发水瓶（01）。2．本外观设计产品的用途：本外观设计产品用于盛装洗发水。3．本外观设计产品的设计要点：产品的形状、图案、色彩及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：仰视图无设计要点，故省略。6．请求保护的外观设计包含色彩。
"
							257.酒瓶",外观设计 ,申请(专利权)人： 台湾菸酒股份有限公司 ,分类号： 09-01(11) ,简要说明：1．本外观设计产品的名称：酒瓶。2．本外观设计产品的用途：本外观设计产品是一酒瓶。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							258.酒瓶（可雅XO2）",外观设计 ,申请(专利权)人： 烟台张裕葡萄酿酒股份有限公司 ,分类号： 09-01(11) ,简要说明：1．本外观设计产品的名称：酒瓶（可雅XO2）。2．本外观设计产品的用途：本外观设计产品用于瓶类包装。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：主视图。
"
							259.包装罐(红棉黑糖粒)",外观设计 ,申请(专利权)人： 广州华糖食品有限公司 ,分类号： 09-03(10) ,简要说明：1．本外观设计产品的名称：包装罐(红棉黑糖粒)。2．本外观设计产品的用途：本外观设计产品用于盛放物品的包装罐。3．本外观设计产品的设计要点：在于各视图所表达的产品形状、图案、以及形状与图案的结合设计。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							260.香水盒（XS2）",外观设计 ,申请(专利权)人： 东莞市法莱西香水包装有限公司 ,分类号： 09-03(10) ,简要说明：1．本外观设计产品的名称：香水盒（XS2）。2．本外观设计产品的用途：本外观设计产品用于放置香水瓶。3．本外观设计产品的设计要点：如立体图所示的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							261.酒盒（兰陵秘藏红特供）",外观设计 ,申请(专利权)人： 山东兰陵美酒股份有限公司 ,分类号： 09-03(11) ,简要说明：1、本外观设计产品的名称：酒盒(兰陵秘藏红特供)。2、本外观设计产品用于包装。3、本外观设计产品设计要点是产品的图案。4、本外观设计产品主视图最能体现设计要点。
"
							262.酒箱（兰陵秘藏红特供）",外观设计 ,申请(专利权)人： 山东兰陵美酒股份有限公司 ,分类号： 09-03(11) ,简要说明：1、本外观设计产品的名称：酒箱(兰陵秘藏红特供)。2、本外观设计产品用于包装。3、本外观设计产品设计要点是产品的图案。4、本外观设计产品主视图最能体现设计要点。
"
							263.包装盒（盐酸丙卡特罗口服溶液）",外观设计 ,申请(专利权)人： 广东大冢制药有限公司 ,分类号： 09-03(11) ,简要说明：1．本外观设计产品的名称：包装盒（盐酸丙卡特罗口服溶液）；2．本外观设计产品的用途：一种药品包装盒；3．本外观设计产品的设计要点：包装盒的图案；4．最能表明本外观设计设计要点的图片或照片：设计1立体图；5．本外观设计以设计1为基本设计。
"
							264.腐竹包装袋",外观设计 ,申请(专利权)人： 张彦兵 ,分类号： 09-05(10) ,简要说明：1、本外观设计产品的名称：腐竹包装袋。2、本外观设计产品的用途：用于腐竹的包装。3、本外观设计的设计要点：产品色彩与图案的结合。4、最能表明设计要点的图片或者照片：主视图。5、请求保护色彩。6、平面产品，省略其它视图。
"
							265.信号发生器",外观设计 ,申请(专利权)人： 李蓉 ,分类号： 10-05(11) ,简要说明：1．本外观设计产品的名称：信号发生器。2．本外观设计产品的用途：本外观设计产品用于测量和输出信号。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							266.烟雾报警器（JKD‑509）",外观设计 ,申请(专利权)人： 钟云龙 ,分类号： 10-05(10) ,简要说明：1．本外观设计产品的名称：烟雾报警器（JKD‑509）；2．本外观设计产品的用途：本外观设计产品用于烟雾的报警；3．本外观设计产品的设计要点：在于形状；4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							267.电缆故障定位系统",外观设计 ,申请(专利权)人： 西安高测电气有限公司 ,分类号： 10-05(11) ,简要说明：1．本外观设计产品的名称：电缆故障定位系统。2．本外观设计产品的用途：本外观设计产品用于电缆故障定位检测。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：主视图。
